policy_thunder_greedy,time,active_thunder_greedy,ready_thunder_greedy,tool_thunder_greedy,warm_caches_thunder_greedy,physical_kv_blocks_thunder_greedy,reserved_kv_blocks_thunder_greedy,capacity_blocks_thunder_greedy,n_admit_thunder_greedy,n_keep_thunder_greedy,n_evict_thunder_greedy,admit_ids_thunder_greedy,warm_admit_ids_thunder_greedy,cold_admit_ids_thunder_greedy,keep_ids_thunder_greedy,evict_ids_thunder_greedy,decision_ms_thunder_greedy,policy_hazard_grade_knapsack,active_hazard_grade_knapsack,ready_hazard_grade_knapsack,tool_hazard_grade_knapsack,warm_caches_hazard_grade_knapsack,physical_kv_blocks_hazard_grade_knapsack,reserved_kv_blocks_hazard_grade_knapsack,capacity_blocks_hazard_grade_knapsack,n_admit_hazard_grade_knapsack,n_keep_hazard_grade_knapsack,n_evict_hazard_grade_knapsack,admit_ids_hazard_grade_knapsack,warm_admit_ids_hazard_grade_knapsack,cold_admit_ids_hazard_grade_knapsack,keep_ids_hazard_grade_knapsack,evict_ids_hazard_grade_knapsack,decision_ms_hazard_grade_knapsack
thunder_greedy,1875.0,19,51,1,1,15561,28871,30000,1,0,1,25,,25,,40,0.016875012079253793,hazard_grade_knapsack,19,46,2,0,14575,29391,30000,0,0,0,,,,,,0.04187499871477485
thunder_greedy,1880.0,20,51,0,0,14848,29295,30000,0,0,0,,,,,,0.016000005416572094,hazard_grade_knapsack,18,46,3,1,14975,29218,30000,1,0,1,69,,69,,17,0.04454102599993348
thunder_greedy,1885.0,20,51,0,0,15265,29295,30000,0,0,0,,,,,,0.015500001609325409,hazard_grade_knapsack,17,45,5,2,14026,28997,30000,2,0,2,66;3,,66;3,,20;35,0.049583002692088485
thunder_greedy,1900.0,18,51,2,2,16530,28951,30000,2,0,2,40;71,,40;71,,67;69,0.017709011444821954,hazard_grade_knapsack,19,46,2,0,12787,29709,30000,0,0,0,,,,,,0.03558301250450313
thunder_greedy,1905.0,18,49,4,2,14535,29162,30000,2,0,2,54;6,,54;6,,1;3,0.016792007954791188,hazard_grade_knapsack,19,46,2,0,13188,29709,30000,0,0,0,,,,,,0.04549999721348286
thunder_greedy,1910.0,19,49,3,1,12387,29632,30000,1,0,0,2,2,,,,0.016833015251904726,hazard_grade_knapsack,19,47,1,0,13587,29709,30000,0,0,0,,,,,,0.03616700996644795
thunder_greedy,1920.0,19,49,3,1,13178,29831,30000,1,0,1,51,,51,,73,0.016416015569120646,hazard_grade_knapsack,19,48,0,0,14393,29709,30000,0,0,0,,,,,,0.04149999585933983
thunder_greedy,1930.0,20,49,2,0,12721,29935,30000,0,0,0,,,,,,0.015958008589223027,hazard_grade_knapsack,18,48,1,1,15202,29578,30000,1,0,1,20,,20,,29,0.04616600926965475
thunder_greedy,1935.0,20,49,2,0,13126,29935,30000,0,0,0,,,,,,0.017041020328179002,hazard_grade_knapsack,18,47,1,0,12709,28093,30000,1,0,0,21,,21,,,0.03429199568927288
thunder_greedy,1950.0,19,50,2,1,14360,29715,30000,1,0,1,67,,67,,2,0.015792000340297818,hazard_grade_knapsack,18,47,1,1,13909,29754,30000,1,0,1,48,,48,,76,0.04066599649377167
thunder_greedy,1955.0,20,50,1,0,13467,29872,30000,0,0,0,,,,,,0.01620801049284637,hazard_grade_knapsack,18,47,1,1,12702,29607,30000,1,0,1,50,,50,,37,0.04541699308902025
thunder_greedy,1960.0,20,50,1,0,13876,29872,30000,0,0,0,,,,,,0.015875004464760423,hazard_grade_knapsack,18,47,1,1,11849,29821,30000,1,0,1,19,,19,,45,0.041749997762963176
thunder_greedy,1970.0,19,50,2,1,14697,29678,30000,1,0,1,5,,5,,44,0.016250007320195436,hazard_grade_knapsack,18,47,1,1,11196,29872,30000,1,0,1,15,,15,,55,0.04295899998396635
thunder_greedy,1975.0,19,50,2,1,13975,29681,30000,1,0,1,44,,44,,53,0.01704200985841453,hazard_grade_knapsack,19,46,1,0,10118,29934,30000,0,0,0,,,,,,0.03675001789815724
